asset_id,asset_type,high_risk_probability,predicted_risk_tier,validation_outcome,top_risk_contributors,explainability_statement,generated_at
LHT-Asset-121,firewall,0.0062,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 3.0, ""contribution"": -0.644958, ""direction"": ""Reduces predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 98.0, ""contribution"": -0.58262, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 35.0, ""contribution"": 0.526247, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 17.0, ""contribution"": -0.521831, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.261385+00:00
LHT-Asset-122,application_server,0.0052,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 31.0, ""contribution"": -0.679838, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 16.0, ""contribution"": -0.536243, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 4.0, ""contribution"": -0.491903, ""direction"": ""Reduces predicted risk""}, {""feature"": ""vulnerability_score"", ""feature_value"": 22.0, ""contribution"": 0.328328, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.261554+00:00
LHT-Asset-123,workstation,0.9441,Critical,False Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 5.0, ""contribution"": 1.679501, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 12.0, ""contribution"": 0.732535, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 62.0, ""contribution"": 0.521693, ""direction"": ""Increases predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 38.0, ""contribution"": 0.415243, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 70.0, ""contribution"": 0.396811, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.261728+00:00
LHT-Asset-124,domain_controller,0.9944,Critical,True Positive,"[{""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 5.0, ""contribution"": 1.679501, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 68.0, ""contribution"": 0.754247, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 98.0, ""contribution"": 0.744867, ""direction"": ""Increases predicted risk""}, {""feature"": ""failed_logons_24h"", ""feature_value"": 79.0, ""contribution"": 0.519107, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.261900+00:00
LHT-Asset-125,domain_controller,0.0021,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""vulnerability_score"", ""feature_value"": 20.0, ""contribution"": 0.347274, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 40.0, ""contribution"": -0.331007, ""direction"": ""Reduces predicted risk""}, {""feature"": ""network_risk_score"", ""feature_value"": 35.0, ""contribution"": 0.301306, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.262065+00:00
LHT-Asset-126,application_server,0.0005,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 24.0, ""contribution"": -0.381263, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 5.0, ""contribution"": -0.338849, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 50.0, ""contribution"": 0.309965, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.262234+00:00
LHT-Asset-127,firewall,0.4303,Medium,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 5.0, ""contribution"": 1.679501, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 2.0, ""contribution"": -1.369332, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 13.0, ""contribution"": 0.88559, ""direction"": ""Increases predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 100.0, ""contribution"": -0.410973, ""direction"": ""Reduces predicted risk""}, {""feature"": ""privileged_changes_7d"", ""feature_value"": 14.0, ""contribution"": 0.376024, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.262397+00:00
LHT-Asset-128,workstation,0.2241,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 3.0, ""contribution"": -0.644958, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 97.0, ""contribution"": -0.565989, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 37.0, ""contribution"": -0.447284, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.262557+00:00
LHT-Asset-129,application_server,0.0456,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 15.0, ""contribution"": 0.814622, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 11.0, ""contribution"": 0.57948, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 35.0, ""contribution"": -0.524802, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 20.0, ""contribution"": -0.478596, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.262726+00:00
LHT-Asset-130,domain_controller,0.0015,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 1.0, ""contribution"": -2.87219, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 18.0, ""contribution"": -1.183706, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 2.0, ""contribution"": -0.798013, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 21.0, ""contribution"": -0.461136, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.262896+00:00
LHT-Asset-131,domain_controller,0.4122,Medium,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 18.0, ""contribution"": -0.507419, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 37.0, ""contribution"": -0.447284, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 28.0, ""contribution"": -0.338572, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.263060+00:00
LHT-Asset-132,windows_server,0.0003,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 0.0, ""contribution"": -1.104122, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 25.0, ""contribution"": -0.912393, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 25.0, ""contribution"": 0.670434, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.263223+00:00
LHT-Asset-133,domain_controller,0.0096,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 1.0, ""contribution"": -0.951068, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 32.0, ""contribution"": -0.641079, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 20.0, ""contribution"": -0.478645, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 32.0, ""contribution"": -0.305654, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.263384+00:00
LHT-Asset-134,application_server,0.9702,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 7.0, ""contribution"": 3.955346, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 2.0, ""contribution"": -1.369332, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 13.0, ""contribution"": 0.88559, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 71.0, ""contribution"": 0.870525, ""direction"": ""Increases predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 25.0, ""contribution"": 0.631446, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.263545+00:00
LHT-Asset-135,linux_server,0.9955,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 9.0, ""contribution"": 6.231192, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 87.0, ""contribution"": 1.49067, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 100.0, ""contribution"": 0.922084, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 100.0, ""contribution"": 0.67435, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.263705+00:00
LHT-Asset-136,linux_server,0.9973,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 7.0, ""contribution"": 3.955346, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 100.0, ""contribution"": 0.922084, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 72.0, ""contribution"": 0.909284, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 11.0, ""contribution"": 0.57948, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.263864+00:00
LHT-Asset-137,domain_controller,0.0037,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 1.0, ""contribution"": -2.87219, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 3.0, ""contribution"": -0.644958, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 39.0, ""contribution"": -0.369766, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 70.0, ""contribution"": 0.241995, ""direction"": ""Increases predicted risk""}, {""feature"": ""network_risk_score"", ""feature_value"": 42.0, ""contribution"": 0.23341, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.264030+00:00
LHT-Asset-138,domain_controller,0.0054,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 77.0, ""contribution"": 0.519374, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 4.0, ""contribution"": -0.491903, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 93.0, ""contribution"": -0.310042, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.264199+00:00
LHT-Asset-139,domain_controller,0.0311,Low,True Negative,"[{""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 2.0, ""contribution"": -0.798013, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 35.0, ""contribution"": 0.465136, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 25.0, ""contribution"": -0.391099, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 39.0, ""contribution"": -0.369766, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.264362+00:00
LHT-Asset-140,workstation,0.0319,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""failed_logons_24h"", ""feature_value"": 5.0, ""contribution"": -0.283598, ""direction"": ""Reduces predicted risk""}, {""feature"": ""evidence_integrity_score"", ""feature_value"": 57.0, ""contribution"": -0.21509, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 68.0, ""contribution"": 0.213172, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 58.0, ""contribution"": 0.186701, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.264526+00:00
LHT-Asset-141,firewall,0.0703,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 9.0, ""contribution"": -0.609533, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 37.0, ""contribution"": -0.447284, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 23.0, ""contribution"": -0.426117, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.264690+00:00
LHT-Asset-142,workstation,0.7085,High,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 6.0, ""contribution"": 2.817424, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 83.0, ""contribution"": 1.335633, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 15.0, ""contribution"": 1.191699, ""direction"": ""Increases predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 100.0, ""contribution"": 0.922084, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.264852+00:00
LHT-Asset-143,firewall,0.0213,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 1.0, ""contribution"": -2.87219, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 27.0, ""contribution"": -0.834874, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 23.0, ""contribution"": -0.43536, ""direction"": ""Reduces predicted risk""}, {""feature"": ""vulnerability_score"", ""feature_value"": 11.0, ""contribution"": 0.432535, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.265022+00:00
LHT-Asset-144,domain_controller,0.9998,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 6.0, ""contribution"": 2.817424, ""direction"": ""Increases predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 24.0, ""contribution"": 2.569192, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 87.0, ""contribution"": 1.49067, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 90.0, ""contribution"": 0.623123, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.265193+00:00
LHT-Asset-145,linux_server,0.7156,High,True Positive,"[{""feature"": ""business_criticality"", ""feature_value"": 4.0, ""contribution"": 1.217184, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 4.0, ""contribution"": 0.541578, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 87.0, ""contribution"": 0.486996, ""direction"": ""Increases predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 100.0, ""contribution"": -0.410973, ""direction"": ""Reduces predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 62.0, ""contribution"": 0.19702, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.265400+00:00
LHT-Asset-146,domain_controller,0.0003,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 1.0, ""contribution"": -2.87219, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 2.0, ""contribution"": -1.369332, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 2.0, ""contribution"": -0.798013, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 29.0, ""contribution"": -0.757356, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 95.0, ""contribution"": 0.60229, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.265606+00:00
LHT-Asset-147,workstation,0.0041,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 12.0, ""contribution"": 0.732535, ""direction"": ""Increases predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 27.0, ""contribution"": -0.377713, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 26.0, ""contribution"": -0.37359, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.265888+00:00
LHT-Asset-148,siem_server,0.009,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 2.0, ""contribution"": -1.369332, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 2.0, ""contribution"": -0.798013, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 29.0, ""contribution"": -0.757356, ""direction"": ""Reduces predicted risk""}, {""feature"": ""control_effectiveness"", ""feature_value"": 97.0, ""contribution"": -0.565989, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 4.0, ""contribution"": 0.541578, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.266292+00:00
LHT-Asset-149,workstation,1.0,Critical,True Positive,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 8.0, ""contribution"": 5.093269, ""direction"": ""Increases predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 83.0, ""contribution"": 1.335633, ""direction"": ""Increases predicted risk""}, {""feature"": ""detection_gap_score"", ""feature_value"": 100.0, ""contribution"": 0.775303, ""direction"": ""Increases predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 100.0, ""contribution"": 0.67435, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.266515+00:00
LHT-Asset-150,application_server,0.0626,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 5.0, ""contribution"": -0.338849, ""direction"": ""Reduces predicted risk""}, {""feature"": ""privileged_changes_7d"", ""feature_value"": 0.0, ""contribution"": -0.328147, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 73.0, ""contribution"": 0.285231, ""direction"": ""Increases predicted risk""}, {""feature"": ""risk_trend_30d"", ""feature_value"": -24.0, ""contribution"": 0.271836, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.266692+00:00
LHT-Asset-151,siem_server,0.0557,Low,True Negative,"[{""feature"": ""anomaly_signal_count"", ""feature_value"": 1.0, ""contribution"": -2.87219, ""direction"": ""Reduces predicted risk""}, {""feature"": ""business_criticality"", ""feature_value"": 5.0, ""contribution"": 2.510442, ""direction"": ""Increases predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 29.0, ""contribution"": -0.757356, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 5.0, ""contribution"": -0.694773, ""direction"": ""Reduces predicted risk""}, {""feature"": ""identity_risk_score"", ""feature_value"": 26.0, ""contribution"": 0.656015, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.266864+00:00
LHT-Asset-152,workstation,0.0032,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 3.0, ""contribution"": -0.596345, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 36.0, ""contribution"": -0.486043, ""direction"": ""Reduces predicted risk""}, {""feature"": ""governance_risk_score"", ""feature_value"": 22.0, ""contribution"": -0.443626, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suspicious_powershell_7d"", ""feature_value"": 0.0, ""contribution"": -0.329617, ""direction"": ""Reduces predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.267031+00:00
LHT-Asset-153,workstation,0.0002,Low,True Negative,"[{""feature"": ""business_criticality"", ""feature_value"": 1.0, ""contribution"": -2.66259, ""direction"": ""Reduces predicted risk""}, {""feature"": ""anomaly_signal_count"", ""feature_value"": 2.0, ""contribution"": -1.734267, ""direction"": ""Reduces predicted risk""}, {""feature"": ""suricata_high_alerts_7d"", ""feature_value"": 1.0, ""contribution"": -0.951068, ""direction"": ""Reduces predicted risk""}, {""feature"": ""residual_risk_score"", ""feature_value"": 27.0, ""contribution"": -0.834874, ""direction"": ""Reduces predicted risk""}, {""feature"": ""attack_path_score"", ""feature_value"": 95.0, ""contribution"": 0.60229, ""direction"": ""Increases predicted risk""}]",Contributions are derived from the baseline logistic-regression model and support analyst interpretation. They do not establish causation or incident attribution.,2026-07-06T09:16:38.267204+00:00
